0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.5428163409233093,0.4265727996826172,0.5528099536895752,0.43899714946746826,0.5915905237197876,0.4358758330345154,0.6316345930099487,0.4391786754131317,0.6656222939491272,0.45722442865371704,0.5630688667297363,0.38185566663742065,0.6338613629341125,0.3831115961074829,0.697150468826294,0.383279025554657,0.7540827989578247,0.3835592567920685,0.5887742042541504,0.37263545393943787,0.6798050403594971,0.3787456154823303,0.716865599155426,0.393807977437973,0.7445074319839478,0.3977496027946472,0.6092707514762878,0.3691628575325012,0.670484185218811,0.3838290274143219,0.6439310908317566,0.4090065062046051,0.6229038834571838,0.4127885699272156,0.6260764002799988,0.36783066391944885,0.6636715531349182,0.3817744255065918,0.650050163269043,0.39680415391921997,0.6399061679840088,0.3991859257221222
0.5349809417947481,0.42948587738263067,0.5282888949273731,0.4485456885572782,0.5665106628517107,0.42931806511616893,0.6179345847574462,0.4440691211282545,0.6575767084869009,0.4538800111192229,0.5178981355708546,0.37357891804813975,0.5869366800238925,0.37076745796892746,0.657153870596323,0.3714349432152002,0.7066621102736121,0.37689784822067396,0.564546853827631,0.36343018594762944,0.6529117667407078,0.3655207210763503,0.7142825206896308,0.3645101998911853,0.7739922672118287,0.37072674737290284,0.5952410186063737,0.37370058027290654,0.6777046794476489,0.3764664402940439,0.7034118620871371,0.381741112781783,0.7360493893023284,0.3992242409439721,0.6226267272136289,0.38725660294515224,0.6773629261006646,0.38531289990038686,0.7052934773176287,0.40980801566190306,0.7116375705125659,0.4295742439115795
0.45167062738245234,0.4297346823669604,0.4644448789140177,0.43154763636779314,0.4120560906057699,0.4418522341943147,0.3578790328327287,0.44864913474827434,0.3335909079879559,0.46265453714341825,0.42737245110140915,0.3946922865110758,0.35448832663400087,0.3827223367250085,0.29647580218241526,0.40076367452492884,0.24686231737049524,0.39457769735626713,0.393340660992431,0.3917832872382529,0.30895566951039566,0.3944735304511743,0.2471133538987835,0.40020291184583984,0.19136508941693922,0.39259550230185697,0.355185582389223,0.40337849256158453,0.2906712945371904,0.4141124149308242,0.25745632590273837,0.43674907342001157,0.2477369651455902,0.4483138973874414,0.3421890778388822,0.4132358032164476,0.3082885801488497,0.4415064864814726,0.32039267907746405,0.45452621119566883,0.3211356168534132,0.4674685802279913
0.2599732577800751,0.6210355162620544,0.4059614837169647,0.55442875623703,0.45886653661727905,0.5040485262870789,0.5205515027046204,0.4696352481842041,0.5833650231361389,0.44257280230522156,0.26951396465301514,0.42934876680374146,0.41480740904808044,0.3982803225517273,0.5052882432937622,0.3949797749519348,0.5735174417495728,0.3952316641807556,0.25505924224853516,0.4318332076072693,0.4249812960624695,0.3920325040817261,0.5169979929924011,0.38954007625579834,0.5914692878723145,0.38995975255966187,0.27136582136154175,0.4466753304004669,0.438761830329895,0.40817245841026306,0.5383455753326416,0.3978891670703888,0.6140282154083252,0.39264416694641113,0.31600818037986755,0.4711594879627228,0.46252602338790894,0.44786980748176575,0.5418272018432617,0.4408022165298462,0.603701114654541,0.4362456202507019
0.24128837159373553,0.5677009551242065,0.3842946461475898,0.5422971545598142,0.45159613928459214,0.4854338740840326,0.5305585402263313,0.4771849671432406,0.6044869932411893,0.46802725255482813,0.3060612910377362,0.4068854787480398,0.4569586006949307,0.4097709553588511,0.5427207310253952,0.4153913449779094,0.5931974427845131,0.42449699663029417,0.30045940595312726,0.3999509087782203,0.4639596396403555,0.3908824466912527,0.5450866967353528,0.40733705729194336,0.6088714426818113,0.42790271908548816,0.30772395422439336,0.42400109947961084,0.4725310666764291,0.40207902183595656,0.5677121159569938,0.4017902521098623,0.6577351691576885,0.40990247143309255,0.3335735426384804,0.4613493398473007,0.4650715555820578,0.4368667116689753,0.5567618595591216,0.45203179248204284,0.6056578585210999,0.4449110098411487
0.7593715132314126,0.6292255450589925,0.607292869024474,0.5755431568075638,0.5659556570201011,0.5067112461649784,0.5095554031715297,0.4809330212260602,0.42045514009728757,0.4407808882923842,0.7464917253825503,0.428809543185558,0.5992286732676372,0.3890109836140849,0.5027091371359962,0.38760314444929866,0.43241359264962936,0.39325645693843575,0.7563245387912076,0.4414556542021136,0.593153380958291,0.4050963325209734,0.4805741618875172,0.3963149516373975,0.40357730457697744,0.3914690325402317,0.7364797838063868,0.4568947930245766,0.5764918965255877,0.4091787760038367,0.4814325284921577,0.3954678178671982,0.39494579885336595,0.3971337170197469,0.6979408257558337,0.47784404036294587,0.5652351077395907,0.4449364490739896,0.4823009592033418,0.4387791492777257,0.4180113935113756,0.4287768633415116
0.2899152472502749,0.6439725274939652,0.4143732090800092,0.5699313385556734,0.45822024038014997,0.5173311099389807,0.5087444404320183,0.4771687992806792,0.5799908365481791,0.4388276651134372,0.22791178093216755,0.45127589327436685,0.3769770081984323,0.40178785263641337,0.4796085791254905,0.39523427850725246,0.5422796348431819,0.38592158797100623,0.21493714803633251,0.4521748273561205,0.3871061620344225,0.3902972964921222,0.48270175473888083,0.3853523826300998,0.5608452096481954,0.3821211424220582,0.2538361069655925,0.4689737389041854,0.4050863718732879,0.4082483705242324,0.5064888861903479,0.38445202706459686,0.5914316794827857,0.3785851031329237,0.30266839599337547,0.4890994263328571,0.4470888697914199,0.4495764651877482,0.5329655682314568,0.433643144382157,0.5835500346790936,0.4235158946791015
0.7561189885705601,0.5877901831831823,0.609683260974955,0.5391985219915565,0.5522610223658933,0.5011296526916995,0.4754705844114123,0.4697340576380804,0.39521123232044275,0.45452053624066907,0.7185730290584804,0.4068211037142595,0.5531619732076444,0.3955355077737639,0.47444234244610367,0.40451496544662846,0.41661928600528436,0.40860441366790257,0.718357378894271,0.42164175325306513,0.5493376684017257,0.3989887793879431,0.4643262013613246,0.3980297200510569,0.3965456844142597,0.41298149178612414,0.7080752946727692,0.43927637399462394,0.5523093440322959,0.4038517642392315,0.4617180915557632,0.40597276953710787,0.3633589979202249,0.40906894236386937,0.6804760523223117,0.46640163531206935,0.5326697751921797,0.44394613006083317,0.46857397713493476,0.44015367407316014,0.3920448604825946,0.4374671712241489
0.5599045753479004,0.3870983123779297,0.528566300868988,0.37930262088775635,0.534722626209259,0.3512474000453949,0.5822616219520569,0.32945671677589417,0.6362314820289612,0.30939844250679016,0.48840072751045227,0.30294305086135864,0.5410663485527039,0.2876102328300476,0.5812982320785522,0.30471310019493103,0.6134740710258484,0.316417932510376,0.5392853021621704,0.2988460958003998,0.569861650466919,0.2559942901134491,0.5984147191047668,0.22750338912010193,0.6258444786071777,0.19414129853248596,0.5846283435821533,0.30457431077957153,0.6340901255607605,0.28450721502304077,0.6729845404624939,0.2863284647464752,0.7043195366859436,0.2789320945739746,0.623569667339325,0.31170523166656494,0.660871684551239,0.28904950618743896,0.6879104971885681,0.27783265709877014,0.7139463424682617,0.26119187474250793
0.5688251285170471,0.3839215173411989,0.5464289887109296,0.3769422731951164,0.5466273252606179,0.3565733950239128,0.5955005500421396,0.32152703834918034,0.6672663367175927,0.3090359538223877,0.5135544357928515,0.3018122111226292,0.5707376468878793,0.2887644402241094,0.6028417241777368,0.2979502474784459,0.6295058198657069,0.3179523550639649,0.560879919740158,0.29945957929342626,0.6014244523125091,0.26417200139876407,0.627386390390546,0.2122302545538402,0.6587618075288557,0.20472361892882043,0.6243241390770318,0.3125197625978718,0.657848130469151,0.29016754181691706,0.6806210348486617,0.29886306981468674,0.7007822355107003,0.2998198260151209,0.6473234025471912,0.31922026401453596,0.696620066941867,0.298279418041435,0.7206415920681395,0.27379846809007374,0.7460865952718009,0.25808137038756296
